NETWORK_ID,ROUTE_NOS,lng,lat
7026,"10,101XS,102,10B,17S,1A,25AX,28B,29,2AS,3A,3AX,3BX,73,AP1,N1A",,
6544,"21A,26A,N3",,
7080,"21A,25,26,26A,50,N3",,
7085,"21A,25,26,26A,50,59,N3",,
7092,"21A,25,26,26A,50,59,N3",,
7093,"21A,25,26,26A,50,N3",,
7087,59,,
7097,"21A,25,26,26A,50,59,N3",,
7133,52,,
7146,"52,55",,
7147,"21A,25,25AX,26,26A,26AT,50,51,51A,56,59,H3,N3,N5",,
7144,"52,55",,
7150,"102,15,21A,25,25AX,25B,25BS,26,26A,26AT,50,51,51A,51B,56,59,701X,H3,MT4,N3,N5,N6",,
7151,"102,15,21A,25,25B,25BS,26,26A,50,701X,H3,MT4,N3,N6",,
7154,"102,15,21A,25,25AX,25B,25BS,26,26A,26AT,50,51,51A,51B,56,59,701X,H3,MT4,N3,N5,N6",,
7152,"25B,50,51,59,H3,MT4,N5",,
7158,"102,15,21A,25,25AX,25BS,26,26A,26AT,50,51,51A,51B,56,59,701X,H3,MT4,N3,N5,N6",,
7159,"102,15,21A,25,25AX,25BS,26,26A,26AT,50,51A,51B,56,701X,H3,MT4,N3,N5,N6",,
7156,"51,59,H3",,
7162,"102,15,21A,21AT,25,25AX,25B,25BS,26,26A,26AT,50,51,51A,51B,56,59,701X,H3,MT4,N3,N5,N6",,
7163,"102,15,21A,25,26,26A,50,51,59,H3,N3,N5",,
7167,"30X,35,36,50,50B,51A,701X,AP1,MT1,N2,N5,N6",,
7169,"35,50,50B,701X",,
7172,"15,21A,25,25AX,25B,25BS,26,26A,26AT,30X,36,51A,51B,56,AP1,MT1,MT4,N2,N3,N5,N6",,
7170,"50,N6",,
7178,"15,21A,25,25AX,26,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
7182,"25B,25BS,26,26A,26AT,35,51A,MT1",,
7185,"15,21A,25,25AX,25B,25BS,26,26A,26AT,30X,36,50,51A,51B,56,AP1,MT1,MT4,N2,N3,N5,N6",,
7186,"15,21A,25,25AX,25B,25BS,26A,26AT,30X,50,56,MT4,N3,N6",,
7195,"11,39",,
7202,"11,15,26,30,30X,34,36,37,51B,56,72,AP1,MT3,N2,N5",,
7200,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
7213,"102,11,15,21A,22,25,25AX,25B,26A,28A,33,37,50,50B,72,MT1,MT4,N3,N6",,
7223,"102,11,15,21A,22,25,25AX,25B,26,26A,28A,30,30X,33,34,35,36,37,50,50B,56,72,MT1,MT3,MT4,MT5,N2,N3,N5,N6",,
7242,"102,11,22,25B,26,26A,28A,30,33,34,35,36,37,72,MT1,MT3,MT5,N2,N5",,
7239,"15,21A,25,25AX,36,50,50B,51B,56,AP1,MT4,N2,N3,N5,N6",,
7244,"21A,25,25AX,36,50,50B,51B,56,AP1,MT4,MT5,N2,N3,N5,N6",,
7247,"102,11,15,22,25B,26,26A,28A,30,33,34,35,37,72,MT1,MT3",,
7248,"11,15,22,28A,30,33,34",,
7245,"102,25B,26,26A,35,37,72,MT1,MT3",,
7249,"102,11,15,21A,22,25,25AX,25B,26,26A,28A,30,30X,33,34,35,36,37,39,50,50B,51B,56,72,AP1,MT1,MT3,MT4,MT5,N2,N3,N5,N6",,
7250,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
7252,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
7268,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,MT1,MT4,MT5,N3,N5,N6",,
7272,"H3,N2",,
7269,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,MT1,MT4,MT5,N2,N3,N5,N6",,
7282,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,36,37,39,50,50B,72,H3,MT1,MT4,MT5,N2,N3,N5,N6",,
7280,"102,21A,22,25,25AX,25B,26A,28A,33,35,50,50B,72,H3,MT1,N2,N3",,
7286,"11,36,37,39,MT4,MT5,N5,N6",,
7292,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,N2,N3",,
7299,"102,21A,22,25,25AX,25B,26A,28A,33,35,39,50,50B,H3,MT1,MT5,N2,N3",,
7297,"102,21A,22,25,25AX,25B,26A,28A,33,35,39,50,50B,H3,MT1,MT5,N2,N3",,
7320,"102,11,21A,21AT,22,25,25AX,25B,26A,28A,33,39,50,50B,52,71,73,H3,MT1,MT2,MT5,N5",,
7321,"35,36,N2,N3",,
7326,"21AT,35,36,52,71,73,MT2,N2,N3,N5",,
7327,"21AT,52,71,73,MT2,N5",,
7328,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5",,
7346,"11,21AT,26AT,52,71,73,MT2,N5",,
7355,"102,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5",,
7358,"15,34,35",,
7363,"15,21A,25,25AX,30X,50,50B,56,MT4,N2,N3,N5,N6",,
6431,"15,21A,25,25AX,30X,50,50B,56,MT4,N2,N3,N5,N6",,
6477,"15,21A,25,25AX,30X,50,50B,56,MT4,N2,N3,N5,N6",,
7365,"15T,52,55",,
7369,55,,
7370,"15T,52",,
7373,"21A,25,26,26A,50,59,N3",,
7377,"102,11,25B,26A,30X,35,37,72,H3,MT1,MT3,MT5,N6",,
7386,71,,
7391,"15,26,34,35,36,52,MT2,MT4,N5",,
7402,"16,9",,
7428,"2,5,6A",,
7431,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
7432,"10,101,101XS,11,18A,19,2,21A,26A,3,33,3A,3X,4,5,6A,8A,N1A,N3",,
7434,"16,16S,28B",,
7435,"16,16S,28B",,
7436,"16,16S,2,28B,5,6A",,
7439,"12,17,18,18A,18B,2,22,23,25,25B,2A,32,56,6A,H2",,
7440,"12,17,18,18A,18B,2,22,23,25,25B,2A,32,56,65,6A,H2",,
7443,65,,
7444,"16,16S,65",,
7446,"16,16S,2,2A,6A",,
7447,"2,2A,6A",,
7441,"16,16S",,
7448,"16,16S,65",,
7450,"16,16S,65,7",,
7454,"1,7,9,9A",,
7455,"1,16,16S,23,25B,65,7,9,9A,N1A",,
7460,"18,18A,18B,19,26,8A",,
7462,"17,18B,19",,
7464,7,,
7468,"17,18B,19,23,25,25B,5X",,
7469,"23,25,25B,5X",,
7466,"17,18B,19",,
7472,"12,17,17T,18,18A,18B,19,2,22,23,25,25B,28C,2A,4,56,9,9A,H2",,
7474,"17,28C",,
7475,"17,28C",,
7477,"17,28C,6A,H1",,
7478,"28C,6A,H1",,
7481,"12,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H2",,
7479,"28C,H1",,
7493,"6B,H1,H3",,
7499,"17,6A,6B",,
7502,"28B,28C,29",,
7504,28C,,
7505,"28B,28C,29",,
7515,17,,
7519,"10,102,10B,17,17S,1A,28B,29",,
7520,17,,
7522,"17,8A",,
7523,8A,,
7524,17,,
7527,"17T,7,8",,
7525,17,,
7531,"17,17T,7,8",,
7532,"7,8",,
7540,"102,10B,17,17S,18,18B,2A",,
7543,"10,1A,2,28B,29,6A,H2",,
7538,"18A,30,34",,
7547,"17,17T,4,8A",,
7548,"17,17T,19,4,8A",,
7545,19,,
7554,"28C,32,5,65,6A,8,9,9A,N2",,
7557,"17,18B,19,7",,
7559,"17,18B,19,7",,
7562,"12,18,18A,22,28C,56,8",,
7563,"18,18A,8",,
7565,"28C,32,5,65,6A,9,9A,N2",,
7352,"102,11,21A,21AT,22,25,25AX,25B,26A,26AT,28A,33,39,50,50B,52,71,73,H3,MT1,MT2,MT5,N5",,
6554,"21A,26A,N3",,
6553,"21A,26A,N3",,
6652,"21A,26A,N3",,
6653,"21A,26A,N3",,
6552,"21A,26A,N3",,
6654,"21A,26A,N3",,
6655,"21A,26A,N3",,
6550,"21A,26A,N3",,
7057,"21A,26A,N3",,
7073,"21A,25,26,26A,50,N3",,
7090,"21A,25,26,26A,50,N3",,
7610,17,,
7604,"6A,6B",,
7624,"52,55",,
7633,"102,52,55,71,71S,72,73,H3",,
7663,"23,32,6B,9,9A,N2",,
7658,"12,2A,3X,7",,
7680,"101XS,102,11,12,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2A,2AS,32,33,39,3A,3AX,3BX,3X,50,50B,52,6B,7,71,73,9,9A,H3,MT1,MT2,MT5,N1A,N2,N5",,
7685,"12,23,2A,32,3X,6B,7,9,9A,N2",,
7690,"21AT,26,71,73,MT4,N2,N3",,
7136,"52,55",,
7631,"102,52,55,71,71S,72,73,H3",,
7638,"102,52,55,71,71S,72,73,H3",,
7697,"21AT,26,71,73,MT4,N2,N3",,
7709,"18,18B,21AT,23,28B,32,6B,9,9A,N2",,
7713,"21AT,71,73",,
7721,"21AT,26,35,36,52,71,73,MT2,MT4,N2,N3,N5",,
7719,"21AT,35,36,52,71,73,MT2,N2,N3,N5",,
7695,"26,MT4,N2,N3",,
7744,"11,21AT,26AT,35,36,52,71,73,MT2,N2,N3,N5",,
7746,"21AT,26AT,52,73,N2,N3",,
7761,"21AT,26AT,52,73,N2,N3",,
7765,"30X,52",,
7768,"21AT,26,26AT,52,73,MT4,N2,N3",,
7769,"26,MT4,N2,N3",,
7772,30X,,
7779,"102,52,55,71,71S,72,73,H3",,
7783,"102,52,55,71,71S,72,73,H3",,
7790,"52,55",,
7791,52,,
7794,"15,15T,21A,25,25AX,26,26A,50,51,51A,51B,52,55,56,59,H3,N3,N5",,
7801,"1,33",,
7802,"1,23,25B,33,5X,N1B",,
7804,"101,1A,23,26,26A,28B,32,33,4,5X,8,8A,H2,N1A,N1B,N2",,
7799,"23,5X,N1B",,
7808,25,,
7809,"23,25,25B,5X",,
7811,"1,N1B",,
7812,"1,23,25B,5X,N1B",,
7806,"23,25B,5X",,
7818,"17,23,28C,56",,
7819,"17,28C",,
7820,"23,65,N2",,
7830,"101XS,102,12,23,25AX,29,2AS,39,3A,3AX,3BX,50,50B,5X,65,7,73,8,MT1,MT2,MT5,N1A,N2",,
7833,"17S,1A,23,50,N1A,N2",,
7686,"101XS,102,11,21A,21AT,22,23,25,25AX,25B,26A,28A,29,2AS,33,39,3A,3AX,3BX,50,50B,52,7,71,73,H3,MT1,MT2,MT5,N1A,N2,N5",,
7838,"18,18B,21AT,23,32,6B,9,9A,N2",,
7839,"18,18B,21AT,6B,9,N2",,
7836,"23,32,9A",,
7842,"18,18B,21AT,23,32,6B,9A,N2",,
7844,"23,32,9A",,
7848,"12,23,3A,3AX,50,5X,60,8,MT5",,
7850,"12,23,39,3A,50,60,65,8,MT5",,
7854,"12,16,16S,2,22,25,25B,28C,2A,5,9,9A,N2",,
7855,"12,16,16S,2,22,23,25,25B,28C,2A,5,9,9A,N2",,
7857,"17,6A,6B",,
7858,"17,23,56,5X,65,6A,6B",,
7875,"1,16,16S,23,25B,65,7,9,9A,N1A",,
7882,"101,1A,26A,27,28B,8,H2,N1B",,
7880,23,,
7886,"101,1A,23,26A,27,28B,8,H2,N1B",,
7901,"23,27,H2",,
7902,H2,,
7908,"23,28B",,
7905,"23,27,8,8A",,
7915,"23,28B",,
7913,"27,29,8,8A",,
3024,"10,18,18A,18B,19,2,22,25,25B,3,4,5,6A,7",,
7919,"102,11,15,22,25B,26,26A,28A,30,33,34,35,37,72,MT1,MT3",,
7920,"11,15,22,28A,30,33,34,37",,
7923,"102,11,15,22,25B,26,26A,28A,30,33,34,35,37,72,H3,MT1,MT3,MT4,MT5,N5,N6",,
7924,"11,15,22,26,28A,30,33,34,37,MT4,MT5,N5",,
7956,"21A,25,26,26A,50,59,N3",,
7957,"21AT,25B,25BS,26A,26AT,30X,35,51A,701X,MT1,MT3",,
7962,"102,30X,52,55,71,73",,
7980,"35,51,59,MT4,N5",,
8009,"101,25AX,27,2AS,3AX,3BX,51,51B,59,73,AP1,MT3",,
8027,"25AX,30X,3AX,3BX,51,59",,
8042,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
8055,"35,50B,N5",,
8059,"26,35,37,50B,51,51A,59,MT1,MT4,N2,N5",,
8057,"26,35,37,50B,51A,MT1,N2,N5",,
8070,"10,101,11,21A,21AT,26A,26AT,3,33,3A,3X,N1B,N3",,
8071,"10,101,10B,11,21A,21AT,26A,26AT,3,33,3A,3X,N1B,N3",,
8067,"10B,28B",,
5785,"10,10B,22,25,25B,28B,3,5,6A,8,9,9A,N2",,
8063,"51,59,MT4,N5,N6",,
8074,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2,N5,N6",,
8075,"51,59,MT4",,
8072,"26,36,51A,51B,AP1,MT1,N2,N5,N6",,
8078,"26,35,36,50B,51,51A,51B,59,AP1,MT1,MT4,N2,N5",,
8079,"26,36,51A,51B,AP1,MT1,N2",,
8076,"35,50B,51,59,MT4,N5",,
8083,N5,,
8091,"35,50B,51,59,MT4,N5",,
8087,"35,51,59,MT4,N5",,
8097,"35,51,59,MT4,N5",,
8100,"35,50B,51,59,MT4,N5",,
8108,"17,17S,27,3A",,
8109,"17,17S,17T,25B,27,30,3A,51A,61,AP1,MT4",,
8115,"15,21A,25,25AX,25B,25BS,26,26A,26AT,51B,56,MT4,N3",,
8117,"25B,701X",,
8120,"51,59,H3",,
8138,"23,25B,5X,65",,
8146,"10,10B,25B,28A,28B,28C,29,3,32,5,6A,6B,H3",,
8148,"23,25B,5X,65",,
8143,25B,,
8150,"101,1A,26,26A,32,3X,51A,5X,61,8A,H2,MT4,N1A,N1B,N2",,
8176,"23,25,25B,32,5,5X,6A,9,9A,N2",,
8174,"12,22,28C,56",,
8179,"26,MT4",,
8181,"11,35,36,71,MT2,N5",,
8182,"11,26,35,36,71,MT2,MT4,N5",,
8185,"26,MT4",,
8195,"11,15,26,34,35,36,71,MT2,MT4,N5",,
8197,"11,15,26,34,35,36,71,MT2,MT4,N5",,
8200,"26,30,30X,34,35,36,56,MT3,MT5,N2,N5",,
8203,"11,39",,
8204,"26,30,30X,34,36,51B,56,AP1,MT3",,
8223,"26,36,51,51A,51B,59,AP1",,
8052,"26,36,51,51A,51B,59,AP1,MT1,MT4,N2",,
8049,"26,37,51,51A,59,MT1,MT4,N2",,
8238,"26,36,51A,51B,AP1,MT1,N2,N5,N6",,
7388,"15,26,34,35,36,52,MT2,MT4,N5",,
8249,"15,26,34,35,36,52,MT2,MT4,N5",,
8246,"26,35,36,52,MT2,MT4,N5",,
8252,"21AT,26AT,52,73,N2,N3",,
8261,"26,60,65,N2",,
8269,"1,101XS,17T,26,26A,3,33,6A,8A,N1A",,
8270,"1,101XS,26A,3,33,6A,N1A",,
8272,"17T,18A,26,8,8A",,
8273,"18A,8",,
8267,"17T,26,8A",,
8276,"23,32,5X,N2",,
8274,"26,8A",,
8280,"23,26,32,5X,8A,N2",,
8287,"1,10,101,18,27,29,30,34,65,9,9A,N1A",,
8285,"27,30,65",,
8291,"103,12,17S,19,2,27,28C,30,51A,6A,AP1",,
8294,"12,17S,19,2,27,30,34,3A,51A,6A,AP1,N1A",,
8289,"17S,27,51A,AP1",,
8298,"10B,17,17S,18,18A,18B,2A",,
8299,"102,10B,17,17S,18,18A,18B,2A,30,34,MT3",,
8302,"101,25AX,27,2AS,3AX,3BX,51,51B,59,73,AP1,MT3",,
8303,"101,2AS,51,51B,59,73,MT3",,
8306,"102,25AX,27,30,34,3AX,3BX,51A,AP1,MT3",,
8310,"103,10B,17S,18,18A,18B,27,2A,2AS,3A,51A,73,AP1,N1A",,
8304,"27,51A",,
8315,28B,,
8317,"18,18B,21AT",,
8320,10B,,
8321,"10B,28B",,
8324,18,,
8325,"18,28B",,
8327,"18,18B,21AT,23,28B,32,6B,9,9A,N2",,
8328,"18,18B,21AT,23,32,6B,9,9A,N2",,
8322,28B,,
8342,"28B,28C,29",,
8343,28C,,
8345,"28B,6A,H2",,
8346,"6A,H2",,
8340,28B,,
8358,"12,2A,8,8A,9,9A,H1",,
8361,"28C,6B,H1,H3",,
8362,"28C,6B,H1,H3",,
8365,8,,
8366,"10B,28C,29,8",,
8368,"10,1A,28A,28B,3,32",,
7606,"10,10B,28A,28B,28C,29,3,32,5,56,H3",,
8376,"10,10B,22,25,25B,28A,28B,3,32,5,6A,6B,8,H3,N2",,
8381,"28C,29",,
8377,"28C,29",,
8387,"12,16,16S,2,22,25,25B,28C,2A,5,7,8,9,9A,N2",,
8390,"12,18,18A,18B,19,2,22,25,25B,28C,2A,4,7,8,8A,9,9A,H1,H2",,
8391,"12,18,18A,18B,19,2,22,25,25B,2A,4,7,8,8A,9,9A,H1,H2",,
8385,28C,,
8394,"12,17,18,18B,2,22,23,25,25B,2A,56,5X,6A",,
8395,"12,17,18,18B,2,22,23,25,25B,28C,2A,56,5X,6A",,
8392,28C,,
8397,28C,,
8396,28C,,
8402,"26,30,30X,34,37,56,MT3",,
8405,"51,51A,59,AP1",,
8400,"30,30X,34,56,MT3",,
8413,"11,30,35,36,MT5",,
8411,"30,36",,
8418,"11,39",,
8419,"11,37,39,MT5",,
8430,"101XS,103,25AX,30,30X,3A,3AX,3BX,AP1,N1B",,
8437,"10B,18,18A,18B,2A,3A",,
8438,"102,10B,18,18A,18B,2A,34,3A,51A",,
8442,"103,17S,2AS,73,AP1,N1A",,
8443,"103,17S,25AX,2AS,3AX,3BX,73,AP1,N1A",,
8445,"102,34,51A",,
8440,"25AX,3AX,3BX",,
8452,"17T,29,51A,61,9A,AP1,MT4",,
8465,"10,10B,1A,28A,28B,28C,29,3,32",,
8468,"23,28C",,
8469,"23,28C",,
8473,"12,28A,3,32,3A,60",,
8479,"28C,8",,
8480,"28C,8",,
8483,"23,56",,
8481,"32,5,65,N2",,
8485,"32,65",,
8487,"10,12,1A,28A,28B,3,32,3A,56,60",,
8488,"10,12,1A,28A,28B,3,32,3A,56,60,65",,
8503,"102,11,15,22,25B,26,26A,28A,30,30X,33,34,37,72,MT1,MT3,N2",,
8511,"10,1A,2,28B,29,6A,H2",,
8514,"102,10B,3A",,
8509,"18,18A,18B,2,2A,34,6A,H2",,
8519,"17T,25B,30,51A,61,AP1,MT4",,
8522,"16,16S,18,25B,29,34,65,9A,AP1",,
8525,"25B,30,34,9",,
8526,"16,16S,18,25B,30,34,65,9",,
8520,"16,16S,18,65",,
8529,"15,34",,
8530,"15,34,35",,
8532,"11,15,26,34,35,36,71,MT2,MT4,N5",,
8527,35,,
8539,"15,34",,
8540,"15,34,35",,
8536,"26,35,36,52,MT2,MT4,N5",,
8534,35,,
8544,"35,36,52,MT2,N5",,
8546,"26,MT4",,
8547,"26,35,36,52,MT2,MT4,N5",,
8541,"35,36,52,MT2,N5",,
6347,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5,N2,N3",,
7356,"102,21A,22,25,25AX,25B,26A,28A,33,35,39,50,50B,H3,MT1,MT5,N2,N3",,
8548,"35,50B",,
8554,"51,59,MT4,N5",,
8552,"35,50B",,
8558,"35,50B,51,59,MT4,N5",,
8561,"35,50B,51,59,MT4,N5",,
8556,N5,,
8565,"35,50B,51,59,MT4,N5",,
8569,"10,12,19,1A,2,22,28B,28C,29,34,6A,8,H2",,
8570,"10,12,18A,19,1A,2,22,28B,28C,29,34,6A,8,H2",,
8573,"12,19,22,7",,
8574,"12,19,22,7",,
8576,18A,,
8577,18A,,
8583,"35,50,50B,701X",,
8598,"11,35,MT5",,
8601,"102,11,21A,22,25,25AX,25B,26A,28A,33,39,50,50B,H3,MT1,MT5,N2,N3",,
8602,"102,11,21A,22,25,25AX,25B,26A,28A,33,35,39,50,50B,H3,MT1,MT5,N2,N3",,
8606,"11,15,26,34,35,36,71,MT2,MT4,N5",,
8607,"11,15,26,34,36,71,MT2,MT4,N5",,
8604,35,,
8603,35,,
8613,"11,15,22,26,28A,30,30X,33,34,35,36,37,MT2,MT4,MT5,N5",,
8614,"11,15,22,26,28A,30,30X,33,34,37,MT2,MT4,MT5,N5",,
8608,"35,36,MT2",,
8617,"35,MT5",,
8621,"102,11,21A,22,25,25AX,25B,26A,28A,30,33,36,37,39,50,50B,H3,MT1,MT4,MT5,N2,N3,N5,N6",,
8625,"26,30,30X,34,35,36,56,MT3,MT5,N2,N5",,
8628,"11,26,30,30X,34,35,36,37,39,51B,56,72,AP1,MT3,MT5,N2,N5",,
8623,"35,36,MT5,N2,N5",,
8632,"102,21A,22,25,25AX,25B,26A,28A,33,36,50,50B,H3,MT1,MT4,MT5,N2,N3,N5,N6",,
8633,"102,21A,22,25,25AX,25B,26A,28A,33,50,50B,MT1,N2,N3",,
8636,"30,30X,36,37,MT2,MT5",,
8647,"102,21A,22,25,25AX,25B,26A,28A,30,33,50,50B,H3,MT1,N2,N3",,
8664,"71,71S,72,73,N6",,
8668,"71,71S,72,73,N6",,
8671,"71,71S,72,73,N6",,
8681,"71,71S,72,73,N6",,
8688,"71,71S,72,73,N6",,
8689,"71,71S,72,73,N6",,
8693,"71,71S,72,73,N6",,
8690,"71,71S,72,73,N6",,
8696,"71,71S,72,73,N6",,
8697,"71,71S,72,73,N6",,
8698,"701X,73,N6",,
8701,"71,71S,72,N6",,
8707,"71,71S,72,N6",,
8699,"701X,73,N6",,
8678,"71,71S,72,73,N6",,
8666,"71,71S,72,73,N6",,
8674,"71,71S,72,73,N6",,
8673,"71,71S,72,73,N6",,
8772,"52,55,71,71S,72,73",,
8773,"52,55",,
8779,"52,55,71,71S,72,73",,
8783,"71,71S,72,73,N6",,
8791,"71,71S,72,73,N6",,
8795,"71,71S,72,73,N6",,
8796,"71,71S,72,73,N6",,
8810,"71,71S,72,73",,
8823,"26,35,36,37,72,MT5,N2,N5",,
8824,"26,35,36,37,72,MT5,N2,N5",,
8825,MT5,,
8826,MT5,,
8827,"30,30X,34,56,AP1,MT3",,
8833,"23,32,3BX,3X,9,9A,N1B,N2",,
5432,"101,101XS,11,21A,21AT,23,26A,29,32,33,3A,3BX,3X,9,9A,N1A,N1B,N2",,
8812,"71,71S,72,73",,
8850,"12,23,29,39,3A,3AX,50B,60,65,7,8,MT1,MT2,MT5",,
8853,"11,21A,21AT,22,23,25,25AX,25B,26A,26AT,28A,2A,32,33,39,3X,50,50B,52,6B,7,71,73,9,9A,H3,MT1,MT2,MT5,N2,N5",,
8856,"23,2A,32,3BX,3X,6B,9,9A,N1B,N2",,
8868,"21AT,51A,701X,71S,72",,
8865,N6,,
8877,"102,51A,71S,72,N6",,
8873,51A,,
8860,"51A,72",,
8879,"21AT,71S,72",,
8880,MT3,,
7020,"101XS,25AX,2AS,3AX,3BX,73",,
7029,"101XS,102,12,23,25AX,29,2AS,39,3A,3BX,50B,65,7,73,8,MT1,MT2,MT5",,
7030,"12,23,29,39,3A,50B,7,8,MT1,MT2,MT5",,
7032,"10,101XS,102,10B,1A,25AX,28A,28B,29,2AS,3,32,3A,3BX,56,73,AP1,N1A",,
7033,"10,10B,1A,28A,28B,29,3,32,3A,56,AP1",,
7037,6B,,
7040,6B,,
7041,6B,,
7046,"51A,701X",,
7055,"102,15,21A,21AT,25,25B,25BS,26,26A,50,701X,H3,N6",,
9061,"51,59,MT4",,
9064,"50,N5,N6",,
9065,50,,
9059,"N5,N6",,
9073,"101,101XS,18,27,29,9A,N1A",,
9075,"1,10,17,17S,17T,25,25B,27,3,30,34,3A,3X,51A,61,AP1,MT4",,
9076,"1,10,101,101XS,17,17S,17T,18,25,25B,27,29,3,30,34,3A,3X,51A,61,9A,AP1,MT4,N1A",,
9078,"1,10,17,17S,17T,25,25B,27,3,30,34,3A,3X,51A,61,AP1,MT4",,
9079,"1,10,101,101XS,17,17S,17T,18,25,25B,27,29,3,30,34,3A,3X,51A,61,9A,AP1,MT4,N1A",,
